2022-01-12,175.53
2022-01-13,172.19
2022-01-14,173.07
2022-01-18,169.8
2022-01-19,166.23
2022-01-20,164.51
2022-01-21,162.41
2022-01-24,161.62
2022-01-25,159.78
2022-01-26,159.69
2022-01-27,159.22
2022-01-28,170.33
2022-01-31,174.78
2022-02-01,174.61
2022-02-02,175.84
2022-02-03,172.9
2022-02-04,172.39
2022-02-07,171.66
2022-02-08,174.83
2022-02-09,176.28
2022-02-10,172.12
2022-02-11,168.64
